rank,usage_tier,score,register,jlpt,id,grammar,meaning,url,norm
559,C (situational/formal),55.65,general,N4,14.0,ないで,"Without doing, Not ~ and ~",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%84%E3%81%A7,ないで
560,C (situational/formal),55.65,general,N4,17.0,なおす,"To do over, To redo",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%8A%E3%81%99,なおす
561,C (situational/formal),55.65,general,N4,22.0,までに,"By ~, By the time that ~, Before ~",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%A7%E3%81%AB,までに
562,C (situational/formal),55.65,general,N4,25.0,おわる,"To finish, To end",https://bunpro.jp/grammar_points/%E3%81%8A%E3%82%8F%E3%82%8B,おわる
563,C (situational/formal),55.65,general,N4,28.0,ていた,Was doing ~,https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%84%E3%81%9F,ていた
564,C (situational/formal),55.65,general,N4,52.0,がする,"To give off, Smell, Sound, Taste, Sensation",https://bunpro.jp/grammar_points/%E3%81%8C%E3%81%99%E3%82%8B,がする
565,C (situational/formal),55.65,general,N4,53.0,たがる,To want to (Third person),https://bunpro.jp/grammar_points/%E3%81%9F%E3%81%8C%E3%82%8B,たがる
566,C (situational/formal),55.65,general,N4,70.0,見える,"To be visible, To seem, To be in sight",https://bunpro.jp/grammar_points/%E8%A6%8B%E3%81%88%E3%82%8B,見える
567,C (situational/formal),55.65,general,N4,79.0,いがい,"Except・besides, Other than, With the exception of",https://bunpro.jp/grammar_points/%E3%81%84%E3%81%8C%E3%81%84,いがい
568,C (situational/formal),55.65,general,N4,102.0,てある,"Something is done, Has been done, Remaining state",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%82%E3%82%8B,てある
569,C (situational/formal),55.65,polite/honorific,N4,111.0,なさい,Command to do,https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%95%E3%81%84,なさい
570,C (situational/formal),55.65,polite/honorific,N4,118.0,なさる,To do (Honorific),https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%95%E3%82%8B,なさる
571,C (situational/formal),55.65,general,N4,123.0,お〜する,"I humbly do, I am obliged to do, Humble speech",https://bunpro.jp/grammar_points/%E3%81%8A-%E3%81%99%E3%82%8B,おする
572,C (situational/formal),55.65,polite/honorific,N4,124.0,いたす,To do (Humble),https://bunpro.jp/grammar_points/%E3%81%84%E3%81%9F%E3%81%99,いたす
573,C (situational/formal),55.65,general,N4,144.0,し～し,"And, Giving reasons",https://bunpro.jp/grammar_points/%E3%81%97-%E3%81%97,し~し
574,C (situational/formal),55.65,general,N4,158.0,化する,"-ification, -ization, To make something, To change, To become, Transform into",https://bunpro.jp/grammar_points/%E5%8C%96%E3%81%99%E3%82%8B,化する
575,C (situational/formal),55.65,general,N4,159.0,命令形,"(Verb)!, Do (something)!",https://bunpro.jp/grammar_points/%E5%91%BD%E4%BB%A4%E5%BD%A2,命令形
576,C (situational/formal),55.65,general,N4,169.0,それに,"And, Besides, Moreover, In addition",https://bunpro.jp/grammar_points/%E3%81%9D%E3%82%8C%E3%81%AB,それに
577,C (situational/formal),55.65,general,N4,170.0,それで,"Because of that, So?, And then?, Therefore, With that",https://bunpro.jp/grammar_points/%E3%81%9D%E3%82%8C%E3%81%A7,それで
578,C (situational/formal),55.3,general,N4,4.0,だんだん,"Gradually, Little by little, Step by step",https://bunpro.jp/grammar_points/%E3%81%A0%E3%82%93%E3%81%A0%E3%82%93,だんだん
579,C (situational/formal),55.3,general,N4,5.0,どんどん,"Progressively, Rapidly increasing, More and more",https://bunpro.jp/grammar_points/%E3%81%A9%E3%82%93%E3%81%A9%E3%82%93,どんどん
580,C (situational/formal),55.3,general,N4,33.0,なるべく,"As ~ as possible, Wherever practicable",https://bunpro.jp/grammar_points/%E3%81%AA%E3%82%8B%E3%81%B9%E3%81%8F,なるべく
581,C (situational/formal),55.3,general,N4,46.0,ぜんぜん,(Not) at all,https://bunpro.jp/grammar_points/%E3%81%9C%E3%82%93%E3%81%9C%E3%82%93,ぜんぜん
582,C (situational/formal),55.3,general,N4,66.0,がほしい,"To want something, To be in need of",https://bunpro.jp/grammar_points/%E3%81%8C%E3%81%BB%E3%81%97%E3%81%84,がほしい
583,C (situational/formal),55.3,general,N4,67.0,てほしい,I want you to,https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%BB%E3%81%97%E3%81%84,てほしい
584,C (situational/formal),55.3,general,N4,69.0,聞こえる,"To be audible, To sound (like), (Can) hear, To be heard",https://bunpro.jp/grammar_points/%E8%81%9E%E3%81%93%E3%81%88%E3%82%8B,聞こえる
585,C (situational/formal),55.3,general,N4,81.0,だいたい,"Most・mostly, Adequately・generally, For the most part, Roughly・approximately, In the first place",https://bunpro.jp/grammar_points/%E3%81%A0%E3%81%84%E3%81%9F%E3%81%84,だいたい
586,C (situational/formal),55.3,general,N4,82.0,のなかで,"In, Among, Within",https://bunpro.jp/grammar_points/%E3%81%AE%E3%81%AA%E3%81%8B%E3%81%A7,のなかで
587,C (situational/formal),55.3,general,N4,108.0,てあげる,"To do something for someone, As a favor for",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%82%E3%81%92%E3%82%8B,てあげる
588,C (situational/formal),55.3,general,N4,109.0,てくれる,To do something for someone (usually you),https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%8F%E3%82%8C%E3%82%8B,てくれる
589,C (situational/formal),55.3,general,N4,129.0,そんなに,"So (much), That much, Like that",https://bunpro.jp/grammar_points/%E3%81%9D%E3%82%93%E3%81%AA%E3%81%AB,そんなに
590,C (situational/formal),55.3,general,N4,135.0,かどうか,"Whether or not, If...or not",https://bunpro.jp/grammar_points/%E3%81%8B%E3%81%A9%E3%81%86%E3%81%8B,かどうか
591,C (situational/formal),55.3,general,N4,153.0,つづける,To continue,https://bunpro.jp/grammar_points/%E3%81%A4%E3%81%A5%E3%81%91%E3%82%8B,つづける
592,C (situational/formal),55.3,general,N4,155.0,よていだ,"Plan to, Intend to",https://bunpro.jp/grammar_points/%E3%82%88%E3%81%A6%E3%81%84%E3%81%A0,よていだ
593,C (situational/formal),55.3,general,N4,163.0,にみえる,"To look, To seem, To appear",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%BF%E3%81%88%E3%82%8B,にみえる
594,C (situational/formal),55.3,archaic/literary,N4,24.0,はじめる,"To start, To begin to",https://bunpro.jp/grammar_points/%E3%81%AF%E3%81%98%E3%82%81%E3%82%8B,はじめる
595,C (situational/formal),54.95,general,N4,11.0,だが・ですが,"But, Still, However, Nevertheless",https://bunpro.jp/grammar_points/%E3%81%A0%E3%81%8C%E3%83%BB%E3%81%A7%E3%81%99%E3%81%8C,だが・ですが
596,C (situational/formal),54.95,general,N4,94.0,てよかった,I'm glad that,https://bunpro.jp/grammar_points/%E3%81%A6%E3%82%88%E3%81%8B%E3%81%A3%E3%81%9F,てよかった
597,C (situational/formal),54.95,general,N4,117.0,お～になる,To do (Honorific),https://bunpro.jp/grammar_points/%E3%81%8A-%E3%81%AB%E3%81%AA%E3%82%8B,お~になる
598,C (situational/formal),54.95,polite/honorific,N4,121.0,ございます,"To be, To exist (Polite)",https://bunpro.jp/grammar_points/%E3%81%94%E3%81%96%E3%81%84%E3%81%BE%E3%81%99,ございます
599,C (situational/formal),54.95,general,N4,166.0,がみられる,"Can see, Can be seen, Can observe, Can be observed, Be evident, Chance to see something",https://bunpro.jp/grammar_points/%E3%81%8C%E3%81%BF%E3%82%89%E3%82%8C%E3%82%8B,がみられる
600,C (situational/formal),54.95,archaic/literary,N4,167.0,にきがつく,"To notice (that), To realize (that)",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%8D%E3%81%8C%E3%81%A4%E3%81%8F,にきがつく
601,C (situational/formal),54.9,archaic/literary,N3,174.0,ずにはいられない,"Cannot help doing something, Cannot resist doing something",https://bunpro.jp/grammar_points/%E3%81%9A%E3%81%AB%E3%81%AF%E3%81%84%E3%82%89%E3%82%8C%E3%81%AA%E3%81%84,ずにはいられない
602,C (situational/formal),54.6,general,N4,16.0,他動詞・自動詞,Done through action vs. occurring on its own,https://bunpro.jp/grammar_points/transitive-intransitive-verbs,他動詞・自動詞
603,C (situational/formal),54.6,general,N4,48.0,あまり～ない,"Not very, Not much, Not really, Hardly",https://bunpro.jp/grammar_points/%E3%81%82%E3%81%BE%E3%82%8A-%E3%81%AA%E3%81%84,あまり~ない
604,C (situational/formal),54.6,general,N4,91.0,すくなくない,"Quite a few, Quite a lot, Many, Not a few, Not a little",https://bunpro.jp/grammar_points/%E3%81%99%E3%81%8F%E3%81%AA%E3%81%8F%E3%81%AA%E3%81%84,すくなくない
605,C (situational/formal),54.6,general,N4,107.0,てすみません,I'm sorry for,https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%99%E3%81%BF%E3%81%BE%E3%81%9B%E3%82%93,てすみません
606,C (situational/formal),54.6,general,N4,116.0,～のだろうか,I wonder...,https://bunpro.jp/grammar_points/%E3%81%AE%E3%81%A0%E3%82%8D%E3%81%86%E3%81%8B,~のだろうか
607,C (situational/formal),54.6,polite/honorific,N4,119.0,お～ください,Please do (Honorific),https://bunpro.jp/grammar_points/%E3%81%8A-%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84,お~ください
608,C (situational/formal),54.6,general,N4,120.0,いらっしゃる,"To be (Honorific), To come (Honorific), To go (Honorific)",https://bunpro.jp/grammar_points/%E3%81%84%E3%82%89%E3%81%A3%E3%81%97%E3%82%83%E3%82%8B,いらっしゃる
609,C (situational/formal),54.6,polite/honorific,N4,122.0,でございます,"To be, Polite copula",https://bunpro.jp/grammar_points/%E3%81%A7%E3%81%94%E3%81%96%E3%81%84%E3%81%BE%E3%81%99,でございます
610,C (situational/formal),54.25,general,N4,88.0,～は～の一つだ,〜 is one of (many) 〜,https://bunpro.jp/grammar_points/%E3%81%AF-%E3%81%AE%E4%B8%80%E3%81%A4%E3%81%A0,~は~の一つだ
611,C (situational/formal),54.25,general,N4,89.0,～ない～はない,There is not ~ that is not/does not,https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%84-%E3%81%AF%E3%81%AA%E3%81%84,~ない~はない
612,C (situational/formal),54.25,general,N4,90.0,すこしも～ない,"Not even a little, Not at all, Not in the least, Never",https://bunpro.jp/grammar_points/%E3%81%99%E3%81%93%E3%81%97%E3%82%82-%E3%81%AA%E3%81%84,すこしも~ない
613,C (situational/formal),54.0,general,N1,93.0,Verb + だに,"Just, Even just, Even merely",https://bunpro.jp/grammar_points/verb-%E3%81%A0%E3%81%AB,Verb+だに
614,C (situational/formal),53.9,general,N4,59.0,～にする・～くする,"Adjective + する, To make something/someone (more)",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%99%E3%82%8B-%E3%81%8F%E3%81%99%E3%82%8B,~にする・~くする
615,C (situational/formal),53.9,general,N4,127.0,ほかに(も)・ほか(に)は,"Other, Another, Any other, Anything else, As well as, Besides, In addition",https://bunpro.jp/grammar_points/%E3%81%BB%E3%81%8B%E3%81%AB%E3%82%82-%E3%81%BB%E3%81%8B%E3%81%AB%E3%81%AF,ほかに(も)・ほか(に)は
616,C (situational/formal),53.65,general,N1,112.0,Adj限りだ,"Extremely, Really, Very, As ... as one can be",https://bunpro.jp/grammar_points/adj%E9%99%90%E3%82%8A%E3%81%A0,Adj限りだ
617,C (situational/formal),53.3,general,N1,106.0,Verb[て] + みせる,"I will definitely, I will certainly, Just watch, Whatever it takes, I swear, for sure",https://bunpro.jp/grammar_points/verb-%E3%81%A6-%E3%81%BF%E3%81%9B%E3%82%8B,Verb[て]+みせる
618,C (situational/formal),52.5,general,N4,75.0,そんな・こんな・あんな・どんな,"Such a・Kind of, Something like ~",https://bunpro.jp/grammar_points/%E3%81%9D%E3%82%93%E3%81%AA-%E3%81%93%E3%82%93%E3%81%AA-%E3%81%82%E3%82%93%E3%81%AA-%E3%81%A9%E3%82%93%E3%81%AA,そんな・こんな・あんな・どんな
619,C (situational/formal),52.3,archaic/literary,N2,113.0,ずに済む,"Get by without doing something, To get away with",https://bunpro.jp/grammar_points/%E3%81%9A%E3%81%AB%E6%B8%88%E3%82%80,ずに済む
620,C (situational/formal),52.0,general,N3,3.0,中,"During, While, Throughout, In the process of",https://bunpro.jp/grammar_points/%E4%B8%AD,中
621,C (situational/formal),52.0,general,N3,37.0,的,"~ly・~like・~al, Typical",https://bunpro.jp/grammar_points/%E7%9A%84,的
622,C (situational/formal),52.0,general,N3,44.0,点,"Aspect, Respect, Point, Way, In terms of, In that, From the point of view",https://bunpro.jp/grammar_points/%E7%82%B9,点
623,C (situational/formal),52.0,general,N3,139.0,み,"~ness, Used to indicate conditions or nature",https://bunpro.jp/grammar_points/%E3%81%BF,み
624,C (situational/formal),52.0,general,N3,9.0,って,"As for, Speaking of, Casual は (Sentence topic marker)",https://bunpro.jp/grammar_points/%E3%81%A3%E3%81%A6-slang,って
625,C (situational/formal),52.0,general,N3,41.0,上で,"After, Upon",https://bunpro.jp/grammar_points/%E4%B8%8A%E3%81%A7,上で
626,C (situational/formal),52.0,general,N3,46.0,こそ,"For sure, For certain, Even more so, Underlined or bolded text",https://bunpro.jp/grammar_points/%E3%81%93%E3%81%9D,こそ
627,C (situational/formal),52.0,general,N3,59.0,合う,"To or for one another, Mutually, With",https://bunpro.jp/grammar_points/%E5%90%88%E3%81%86,合う
628,C (situational/formal),52.0,general,N3,107.0,さえ,Even,https://bunpro.jp/grammar_points/%E3%81%95%E3%81%88,さえ
629,C (situational/formal),52.0,general,N3,110.0,さて,"Well, Well then",https://bunpro.jp/grammar_points/%E3%81%95%E3%81%A6,さて
630,C (situational/formal),52.0,general,N3,113.0,即ち,"In other words, That is, Namely",https://bunpro.jp/grammar_points/%E5%8D%B3%E3%81%A1,即ち
631,C (situational/formal),52.0,general,N3,138.0,再び,"Again, Once more, A second time",https://bunpro.jp/grammar_points/%E5%86%8D%E3%81%B3,再び
632,C (situational/formal),52.0,general,N3,149.0,割に,"Although, Despite, Rather...for, Unexpectedly, Comparatively, Considering",https://bunpro.jp/grammar_points/%E3%82%8F%E3%82%8A%E3%81%AB,割に
633,C (situational/formal),52.0,general,N3,156.0,又〜も,"Moreover, Additionally, And also, In addition, Furthermore, Or",https://bunpro.jp/grammar_points/%E5%8F%88-%E3%82%82,又も
634,C (situational/formal),52.0,general,N3,167.0,第一,"Start, First (point), Foremost, To begin with",https://bunpro.jp/grammar_points/%E7%AC%AC%E4%B8%80,第一
635,C (situational/formal),52.0,general,N3,171.0,遂に,"Finally, At last",https://bunpro.jp/grammar_points/%E9%81%82%E3%81%AB,遂に
636,C (situational/formal),52.0,general,N3,175.0,なし,"Without, No",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%97,なし
637,C (situational/formal),52.0,general,N3,176.0,あり,"Possibility, To have, With",https://bunpro.jp/grammar_points/%E3%81%82%E3%82%8A,あり
638,C (situational/formal),52.0,general,N3,181.0,向け,"Intended for, Aimed at",https://bunpro.jp/grammar_points/%E5%90%91%E3%81%91,向け
639,C (situational/formal),52.0,general,N3,183.0,切る,"To do something completely to the end, Utterly, Resolutely",https://bunpro.jp/grammar_points/%E5%88%87%E3%82%8B,切る
640,C (situational/formal),52.0,general,N3,186.0,かけ,"Half-, Not yet finished, About to, Begin to",https://bunpro.jp/grammar_points/%E3%81%8B%E3%81%91,かけ
641,C (situational/formal),52.0,general,N3,188.0,たて,"Freshly ~ed, Just ~ed",https://bunpro.jp/grammar_points/%E3%81%9F%E3%81%A6,たて
642,C (situational/formal),52.0,general,N3,189.0,込む ①,"To go into, To put into ",https://bunpro.jp/grammar_points/%E8%BE%BC%E3%82%801,込む
643,C (situational/formal),52.0,general,N3,190.0,込む ②,"Remain, To do thoroughly, Deeply, Intensely",https://bunpro.jp/grammar_points/%E8%BE%BC%E3%82%802,込む
644,C (situational/formal),52.0,general,N3,194.0,次第,As soon as,https://bunpro.jp/grammar_points/%E6%AC%A1%E7%AC%AC,次第
645,C (situational/formal),52.0,general,N3,199.0,同士,"Fellow, With each other, Mutually, Between, Among, Together, With",https://bunpro.jp/grammar_points/%E5%90%8C%E5%A3%AB,同士
646,C (situational/formal),52.0,general,N3,203.0,つい,"Accidentally, Unconsciously, Against one's better judgement",https://bunpro.jp/grammar_points/%E3%81%A4%E3%81%84,つい
647,C (situational/formal),52.0,general,N3,206.0,がち,"Apt to do, Tend to do, Prone to do",https://bunpro.jp/grammar_points/%E3%81%8C%E3%81%A1,がち
648,C (situational/formal),52.0,general,N3,207.0,ぎみ,"Looking, Feeling a little, Touch of, Tending to, Slightly",https://bunpro.jp/grammar_points/%E3%81%8E%E3%81%BF,ぎみ
649,C (situational/formal),52.0,general,N3,211.0,一体,"(What) the heck?, (Who) in the world?, (Where) on earth?, (How many) f*ing...",https://bunpro.jp/grammar_points/%E4%B8%80%E4%BD%93,一体
650,C (situational/formal),52.0,general,N3,212.0,折角,"With trouble, At great pains, Take the trouble, Might as well..., Rare/long-awaited occasion",https://bunpro.jp/grammar_points/%E3%81%9B%E3%81%A3%E3%81%8B%E3%81%8F,折角
651,C (situational/formal),52.0,archaic/literary,N3,180.0,向き,"Suitable for, Facing",https://bunpro.jp/grammar_points/%E5%90%91%E3%81%8D,向き
652,C (situational/formal),52.0,archaic/literary,N3,185.0,きり,"Only, Just, Since",https://bunpro.jp/grammar_points/%E3%81%8D%E3%82%8A,きり
653,C (situational/formal),51.65,general,N3,24.0,である,"Formal or literary だ, Authoritative, Copula",https://bunpro.jp/grammar_points/%E3%81%A7%E3%81%82%E3%82%8B,である
654,C (situational/formal),51.65,general,N3,40.0,最中に,In the middle of,https://bunpro.jp/grammar_points/%E6%9C%80%E4%B8%AD%E3%81%AB,最中に
655,C (situational/formal),51.65,general,N3,62.0,～(の)姿,"Figure, Shape, Appearance, Looks, Wearing, Dressed in, Presence",https://bunpro.jp/grammar_points/%E3%81%AE%E5%A7%BF,~(の)姿
656,C (situational/formal),51.65,general,N3,77.0,だって,"I heard/was said, Because, But, Even or also, Even if or even though",https://bunpro.jp/grammar_points/%E3%81%A0%E3%81%A3%E3%81%A6,だって
657,C (situational/formal),51.65,general,N3,89.0,そこで,"Accordingly, Now, Therefore, To that end",https://bunpro.jp/grammar_points/%E3%81%9D%E3%81%93%E3%81%A7,そこで
658,C (situational/formal),51.65,general,N3,111.0,むしろ,"Rather, Instead, Over",https://bunpro.jp/grammar_points/%E3%82%80%E3%81%97%E3%82%8D,むしろ
659,C (situational/formal),51.65,general,N3,112.0,つまり,"In short, To sum up, In other words",https://bunpro.jp/grammar_points/%E3%81%A4%E3%81%BE%E3%82%8A,つまり
660,C (situational/formal),51.65,general,N3,114.0,却って,"All the more, On the contrary, Conversely",https://bunpro.jp/grammar_points/%E5%8D%B4%E3%81%A3%E3%81%A6,却って
661,C (situational/formal),51.65,general,N3,136.0,だらけ,"Completely covered in, Full of",https://bunpro.jp/grammar_points/%E3%81%A0%E3%82%89%E3%81%91,だらけ
662,C (situational/formal),51.65,general,N3,144.0,当たり,"Per~, A~, Apiece, Each",https://bunpro.jp/grammar_points/%E5%BD%93%E3%81%9F%E3%82%8A,当たり
663,C (situational/formal),51.65,general,N3,146.0,に限る,"Nothing better than, There's nothing like, Limited to",https://bunpro.jp/grammar_points/%E3%81%AB%E9%99%90%E3%82%8B,に限る
664,C (situational/formal),51.65,general,N3,160.0,直ちに,"At once, Immediately, As soon as",https://bunpro.jp/grammar_points/%E7%9B%B4%E3%81%A1%E3%81%AB,直ちに
665,C (situational/formal),51.65,general,N3,163.0,たびに,"Each time, Every time, Whenever",https://bunpro.jp/grammar_points/%E3%81%9F%E3%81%B3%E3%81%AB,たびに
666,C (situational/formal),51.65,general,N3,169.0,一方だ,"More and more, Continue to, Keep on, -er and -er",https://bunpro.jp/grammar_points/%E4%B8%80%E6%96%B9%E3%81%A0,一方だ
667,C (situational/formal),51.65,general,N3,170.0,一方で,"On the other hand, At the same time, While",https://bunpro.jp/grammar_points/%E4%B8%80%E6%96%B9%E3%81%A7,一方で
668,C (situational/formal),51.65,general,N3,172.0,すでに,"Already, Too late",https://bunpro.jp/grammar_points/%E3%81%99%E3%81%A7%E3%81%AB,すでに
669,C (situational/formal),51.65,general,N3,179.0,連用形,Formal Conjunctive,https://bunpro.jp/grammar_points/%E9%80%A3%E7%94%A8%E5%BD%A2,連用形
670,C (situational/formal),51.65,general,N3,200.0,がたい,"Hard to, Difficult to",https://bunpro.jp/grammar_points/%E3%81%8C%E3%81%9F%E3%81%84,がたい
671,C (situational/formal),51.65,general,N3,201.0,まさか,"I never dreamed, Never, No way, Don't tell me, You don't say",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%95%E3%81%8B,まさか
672,C (situational/formal),51.65,general,N3,205.0,くせに,"Even though, And yet, Despite",https://bunpro.jp/grammar_points/%E3%81%8F%E3%81%9B%E3%81%AB,くせに
673,C (situational/formal),51.65,archaic/literary,N3,71.0,かなり,"Quite, Considerably, Pretty, Fairly",https://bunpro.jp/grammar_points/%E3%81%8B%E3%81%AA%E3%82%8A,かなり
674,C (situational/formal),51.65,archaic/literary,N3,134.0,～ずつ,"One at a time, Per, Each, Gradually",https://bunpro.jp/grammar_points/%E3%81%9A%E3%81%A4,~ずつ
675,C (situational/formal),51.65,archaic/literary,N3,162.0,おきに,"Repeated at intervals, Every other, Every, At intervals of",https://bunpro.jp/grammar_points/%E3%81%8A%E3%81%8D%E3%81%AB,おきに
676,C (situational/formal),51.3,general,N3,10.0,なかなか,"Very, Quite, Considerably",https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%8B%E3%81%AA%E3%81%8B,なかなか
677,C (situational/formal),51.3,general,N3,22.0,てごらん,"(Please) try to, (Please) look",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%94%E3%82%89%E3%82%93,てごらん
678,C (situational/formal),51.3,general,N3,66.0,その結果,As a result,https://bunpro.jp/grammar_points/%E3%81%9D%E3%81%AE%E7%B5%90%E6%9E%9C,その結果
679,C (situational/formal),51.3,general,N3,67.0,に比べて,"Compared to, When compared to",https://bunpro.jp/grammar_points/%E3%81%AB%E6%AF%94%E3%81%B9%E3%81%A6,に比べて
680,C (situational/formal),51.3,general,N3,72.0,あまりに,"So much...that, (Way) too...",https://bunpro.jp/grammar_points/%E3%81%82%E3%81%BE%E3%82%8A%E3%81%AB,あまりに
681,C (situational/formal),51.3,general,N3,78.0,んだって,"I heard that, He or She said that",https://bunpro.jp/grammar_points/%E3%82%93%E3%81%A0%E3%81%A3%E3%81%A6,んだって
682,C (situational/formal),51.3,general,N3,87.0,それぞれ,"Each, Respectively",https://bunpro.jp/grammar_points/%E3%81%9D%E3%82%8C%E3%81%9E%E3%82%8C,それぞれ
683,C (situational/formal),51.3,general,N3,97.0,にしては,"(Even) considering, (Even) for",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%97%E3%81%A6%E3%81%AF,にしては
684,C (situational/formal),51.3,general,N3,101.0,に取って,"To, For, Concerning",https://bunpro.jp/grammar_points/%E3%81%AB%E5%8F%96%E3%81%A3%E3%81%A6,に取って
685,C (situational/formal),51.3,general,N3,106.0,て初めて,"For the first time, Not until, Only after, Only when, Only because",https://bunpro.jp/grammar_points/%E3%81%A6%E5%88%9D%E3%82%81%E3%81%A6,て初めて
686,C (situational/formal),51.3,general,N3,118.0,別に〜ない,"Not really, Not particularly, It's not like...",https://bunpro.jp/grammar_points/%E5%88%A5%E3%81%AB-%E3%81%AA%E3%81%84,別にない
687,C (situational/formal),51.3,general,N3,145.0,に当たる,"Correspond to, Amounts to, Equals to, Is appropriate",https://bunpro.jp/grammar_points/%E3%81%AB%E5%BD%93%E3%81%9F%E3%82%8B,に当たる
688,C (situational/formal),51.3,general,N3,157.0,ついでに,"While you are at it, On the occasion",https://bunpro.jp/grammar_points/%E3%81%A4%E3%81%84%E3%81%A7%E3%81%AB,ついでに
689,C (situational/formal),51.3,general,N3,164.0,あるいは,"Or, Possibly, Maybe, Perhaps, Or possibly",https://bunpro.jp/grammar_points/%E3%81%82%E3%82%8B%E3%81%84%E3%81%AF,あるいは
690,C (situational/formal),51.3,general,N3,168.0,ますます,"Increasingly, More and more, Decreasingly, Less and less, Keep -ing",https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%99%E3%81%BE%E3%81%99,ますます
691,C (situational/formal),51.3,general,N3,184.0,切れない,Being unable to finish or complete,https://bunpro.jp/grammar_points/%E5%88%87%E3%82%8C%E3%81%AA%E3%81%84,切れない
692,C (situational/formal),51.3,general,N3,187.0,にかけて,"Over (a period), From ~ until, Through",https://bunpro.jp/grammar_points/%E3%81%AB%E3%81%8B%E3%81%91%E3%81%A6,にかけて
693,C (situational/formal),51.3,general,N3,209.0,っぱなし,"Leaving something in a certain state, Left as is, Keep on -ing",https://bunpro.jp/grammar_points/%E3%81%A3%E3%81%B1%E3%81%AA%E3%81%97,っぱなし
694,C (situational/formal),51.3,general,N3,210.0,わざわざ,"Expressly, Especially, Go out of one's way, Take the trouble to",https://bunpro.jp/grammar_points/%E3%82%8F%E3%81%96%E3%82%8F%E3%81%96,わざわざ
695,C (situational/formal),51.3,general,N3,214.0,代わりに,"Instead of,  In place of, In exchange for",https://bunpro.jp/grammar_points/%E4%BB%A3%E3%82%8F%E3%82%8A%E3%81%AB,代わりに
696,C (situational/formal),51.3,general,N3,216.0,どころか,"Far from, Anything but",https://bunpro.jp/grammar_points/%E3%81%A9%E3%81%93%E3%82%8D%E3%81%8B,どころか
697,C (situational/formal),51.3,general,N3,219.0,左右する,"Influence, Impact, Control",https://bunpro.jp/grammar_points/%E5%B7%A6%E5%8F%B3%E3%81%99%E3%82%8B,左右する
698,C (situational/formal),51.3,archaic/literary,N3,105.0,をはじめ,"Not only...but also..., Starting with",https://bunpro.jp/grammar_points/%E3%82%92%E3%81%AF%E3%81%98%E3%82%81,をはじめ
699,C (situational/formal),51.3,archaic/literary,N3,178.0,必ずしも,"Not always, Not entirely, Not necessarily",https://bunpro.jp/grammar_points/%E5%BF%85%E3%81%9A%E3%81%97%E3%82%82,必ずしも
700,C (situational/formal),50.95,general,N3,15.0,全く～ない,Not~at all,https://bunpro.jp/grammar_points/%E5%85%A8%E3%81%8F-%E3%81%AA%E3%81%84,全く~ない
701,C (situational/formal),50.95,general,N3,79.0,関係がある,"(Not) involved with, (Not) concerned with, (No) connection with, (No) relationship with, (Not) related to",https://bunpro.jp/grammar_points/%E9%96%A2%E4%BF%82%E3%81%8C%E3%81%82%E3%82%8B,関係がある
702,C (situational/formal),50.95,general,N3,104.0,はもちろん,"Not only but also, Let alone, Not to mention, Of course",https://bunpro.jp/grammar_points/%E3%81%AF%E3%82%82%E3%81%A1%E3%82%8D%E3%82%93,はもちろん
703,C (situational/formal),50.95,general,N3,124.0,決して〜ない,"Never, By no means",https://bunpro.jp/grammar_points/%E6%B1%BA%E3%81%97%E3%81%A6-%E3%81%AA%E3%81%84,決してない
704,C (situational/formal),50.95,general,N3,191.0,ふりをする,"To pretend, To act as if",https://bunpro.jp/grammar_points/%E3%81%B5%E3%82%8A%E3%82%92%E3%81%99%E3%82%8B,ふりをする
705,C (situational/formal),50.95,general,N3,215.0,に代わって,"In place of, On behalf of, To succeed",https://bunpro.jp/grammar_points/%E3%81%AB%E4%BB%A3%E3%82%8F%E3%81%A3%E3%81%A6,に代わって
706,C (situational/formal),50.6,general,N3,55.0,～は～で有名,Is famous for,https://bunpro.jp/grammar_points/%E3%81%AF-%E3%81%A7%E6%9C%89%E5%90%8D,~は~で有名
707,C (situational/formal),50.6,general,N3,148.0,めったに〜ない,"Hardly, Rarely, Seldom",https://bunpro.jp/grammar_points/%E3%82%81%E3%81%A3%E3%81%9F%E3%81%AB-%E3%81%AA%E3%81%84,めったにない
