rank,lemma,reading,count,meanings_en,pos_tags,alt_readings_kana,alt_spellings_kanji
152,歩く,アルイ,3427903,to walk,"Godan verb with 'ku' ending, intransitive verb",あるく,歩く
153,ありがとう,アリガトウ,3423431,thank you; thanks,interjection (kandoushi),ありがと ありがとう,有り難う 有難う
154,大きい,オオキク,3418546,big; decisive; extensive; great; grown up; important; large; loud; older; spacious; valuable,adjective (keiyoushi),おおきい,大きい
155,変わる,カワッ,3416469,to be altered; to be different; to be transformed; to be uncommon; to be unusual; to change; to move to; to vary,"Godan verb with 'ru' ending, intransitive verb",かわる,変る 変わる
156,やら,ヤラ,3352463,A and B and so on; A and B and the like; A and B and whatnot; denotes uncertainty; such things as A and B,particle,やら,
157,立つ,タッ,3342715,"to depart (on a plane, train, etc.); to find oneself (e.g. in a difficult position); to rise; to stand; to stand up","Godan verb with 'tsu' ending, intransitive verb",たつ,発つ 立つ
158,名前,ナマエ,3334172,first name; given name; name,noun (common) (futsuumeishi),なまえ,名まえ 名前
159,なぁ,ナァ,3316094,hey; look; say,interjection (kandoushi),なぁ なあ なー,
160,聞こえる,キコエ,3292520,to be audible; to be heard; to be reputed; to be said to be,"Ichidan verb, intransitive verb",きこえる,聞える 聞こえる 聴える 聴こえる
161,とき,トキ,3242669,case; chance; hour; moment; occasion; opportunity; season; tense; the age; the day; the times; time,"adverb (fukushi), noun (common) (futsuumeishi)",とき,刻 時 秋
162,ござる,ゴザイ,3231510,to be,"Yodan verb with 'ru' ending (archaic), intransitive verb",ござる,ご座る 御座る
163,見せる,ミセ,3225278,to display; to show,"Ichidan verb, transitive verb",みせる,見せる
164,ばかり,バカリ,3223751,"(as though) about to; about; always; approximately; as if to; constantly; indicates emphasis; just (finished, etc.); merely; no more than; nothing but; only",particle,ばかり ばっか ばっかり,許 許り
165,受ける,ウケ,3205585,"to accept (a challenge); to be amused (by); to be descended from; to be given (e.g. life, talent); to be modified by; to be struck by (wind, waves, sunlight, etc.); to be well-received; to become popular; to catch (e.g. a ball); to face (south, etc.); to feel (influence); to find funny","Ichidan verb, intransitive verb, transitive verb",うける ウケる,享ける 受ける 承ける 請ける
166,動く,ウゴイ,3173405,to act; to be influenced; to be touched; to be transferred; to change; to fluctuate; to go; to go into action; to make a move; to move; to operate; to run,"Godan verb with 'ku' ending, intransitive verb",うごく,動く
167,視線,シセン,3169166,gaze; glance; look; one's eyes (looking); one's gaze; one's line of sight,noun (common) (futsuumeishi),しせん,視線
168,なに,ナニ,3168700,"(not) at all; (not) in the slightest; hey!; huh?; oh (certainly not); oh, no (it's fine); that thing; whachamacallit; what; what's-her-name; what's-his-name; what?","adverb (fukushi), interjection (kandoushi), pronoun",なに,何
169,なさる,ナサイ,3166987,to do,"Godan verb - -aru special class, transitive verb",なさる,為さる
170,とも,トモ,3094445,attendant; companion; follower; retinue,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",とも,伴 供 侶
171,意味,イミ,3089826,meaning; sense; significance,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",いみ,意味
172,あまり,アマリ,3087440,(not) much; (not) very; balance; excessively; extreme; great; leftovers; more than; over; overly; remainder; remains (of a meal),"adjectival nouns or quasi-adjectives (keiyodoshi), adverb (fukushi), noun (common) (futsuumeishi), noun, used as a suffix, nouns which may take the genitive case particle 'no'",あまり あんまり,余り 餘り
173,まぁ,マァ,3060408,"come now; fairly; good heavens!; goodness gracious!; Hmmm, I guess so...; I think...; it would seem...; just (e.g. ""just wait here""); moderately; now, now; oh dear!; oh!","adverb (fukushi), interjection (kandoushi)",ま まぁ まあ まー,
174,置く,オイ,3042862,"to appoint (someone to a certain position); to bear (in mind, etc.); to do something in advance; to employ; to establish (an organization, a facility, a position, etc.); to hire; to keep something in a certain state; to leave (behind); to leave something in a certain state; to place; to place (one's trust, one's faith, etc.); to provide lodging in one's house","Godan verb with 'ku' ending, auxiliary verb, transitive verb",おく,置く
175,攻撃,コウゲキ,3032714,assault; attack; censure; condemnation; criticism; denunciation; offensive; onslaught; raid,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",こうげき,攻撃
176,こそ,コソ,3030303,"absolutely not; although; definitely; for sure; in particular; it is ... that ...; it is precisely because ... that ...; it is the case that ... but; never; not at all; not in the slightest; only (when, after, because, etc.)",particle,こそ,
177,あげる,アゲ,3009955,"(of the tide) to come in; to arrest; to bear (a child); to cite; to complete ...; to conduct (a ceremony, esp. a wedding); to deep-fry; to develop (talent, skill); to do for (the sake of someone else); to do up (one's hair); to earn (something desirable); to elevate","Ichidan verb, auxiliary verb, intransitive verb, transitive verb",あげる,上げる 挙げる 揚げる
178,仕事,シゴト,3008046,assignment; business; employment; job; labor; labour; occupation; task; work,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",しごと,仕事
179,問題,モンダイ,2996536,"case; controversy; difficulty; inconvenience; issue; matter; problem; problem (e.g. societal, political); public discussion; question; question (e.g. on a test); question (i.e. doubt)",noun (common) (futsuumeishi),もんだい,問題
180,全て,スベテ,2990463,all; completely; entirely; everything; the whole; wholly,"adverb (fukushi), noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",すべて,全て 凡て 惣て 渾て 総て 総べて
181,あと,アト,2980477,after; after one's death; also; behind; descendant; heir; in addition; later; left; mark; more (e.g. five more minutes); past,"adverb (fukushi), noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",あと,址 後 痕 跡 迹
182,女性,ジョセイ,2976189,female; feminine gender; woman,"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",じょせい にょしょう,女性
183,多い,オオイ,2943753,a lot; common; frequent; large amount of; large quantity of; many; much; numerous,adjective (keiyoushi),おおい,多い
184,先生,センセイ,2915720,"instructor; intimate or teasing form of address; master; one's elder; sensei; teacher; title or form of address for a teacher, master, doctor, lawyer, etc.","noun (common) (futsuumeishi), noun, used as a suffix",せんせい,先生
185,感じ,カンジ,2868247,feeling; impression; sense,noun (common) (futsuumeishi),かんじ,感じ
186,大きな,オオキナ,2853207,big; great; large,pre-noun adjectival (rentaishi),おおきな,大きな
187,普通,フツウ,2848084,average; common; commonly; generally; local train; normal; normally; ordinarily; ordinary; regular; train that stops at every station; usual,"adjectival nouns or quasi-adjectives (keiyodoshi), adverb (fukushi), noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",ふつう,普通
188,すぎる,スギ,2842599,to be above; to be excessive; to be no more than ...; to be over; to be too ...; to be too much; to elapse; to exceed; to go beyond; to have ended; to have expired; to pass (of time),"Ichidan verb, intransitive verb, suffix",すぎる,過ぎる
189,殺す,コロシ,2834905,to block; to destroy (e.g. talent); to eliminate (e.g. an odour); to hamper; to hold (one's breath); to hold back; to kill; to kill (e.g. one's speed); to murder; to pawn; to put in hock; to put out (a runner),"Godan verb with 'su' ending, transitive verb",ころす,殺す
190,確認,カクニン,2829028,affirmation; check; confirmation; identification; review; validation; verification,"noun (common) (futsuumeishi), noun or participle which takes the aux. verb suru",かくにん,確認
191,いける,イケ,2821022,live; living; to arrange (flowers); to plant,"Ichidan verb, noun or verb acting prenominally, transitive verb",いける,活ける 生ける
192,べし,ベキ,2779102,must; shall; should,suffix,べし,可し
193,くん,クン,2777506,lesson; native Japanese reading of a Chinese character; one's teachings; precept,"noun (common) (futsuumeishi), suffix",くに くん,訓
194,対する,タイシ,2777205,"to be directed toward (the future, etc.); to be facing; to be in opposition with; to be in response to; to be opposed to; to be related to; to compare with; to compete with; to confront; to contrast with; to face (each other); to oppose",suru verb - special class,たいする,対する
195,ごめん,ゴメン,2763291,being fed up with; discharge; dismissal; excuse me; I'm sorry; leave; license; may I come in?; my apologies; not wanting; objecting to; pardon me,"interjection (kandoushi), noun (common) (futsuumeishi)",ごめん ゴメン,ご免 御免
196,止める,トメ,2737672,"to cease; to contain; to keep (in position, in place); to limit; to put an end to; to record (e.g. a fact); to retain; to stay (e.g. the night); to stop","Ichidan verb, transitive verb",とどめる,停める 止める 留める
197,驚く,オドロイ,2732965,to be astonished; to be surprised,"Godan verb with 'ku' ending, intransitive verb",おどろく,愕く 駭く 驚く
198,わたし,ワタシ,2712700,I; me,pronoun,わたし,私
199,答える,コタエ,2700587,to answer; to reply,"Ichidan verb, intransitive verb",こたえる,答える
200,高い,タカイ,2694953,"above average (in degree, quality, etc.); expensive; high; high (level); high-pitched; high-priced; loud; shrill; tall",adjective (keiyoushi),たかい,高い 高価い
201,あっ,アッ,2678873,ah; hey!; oh,interjection (kandoushi),あ あっ ア アっ アッ,
202,さっき,サッキ,2642740,"adverse fortune; checkered (life, career, etc.); dramatic; eventful; full of ups and downs; hapless fate; misfortune; varied","adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",さっき すうき,数奇
203,最後,サイゴ,2642738,conclusion; end; final; last; latest; most recent; no sooner than; once; one's final moments; right after (often having negative consequences),"expressions (phrases, clauses, etc.), noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",さいご,最後
204,生きる,イキ,2603198,"to be enlivened; to be in effect; to be in use; to be safe (in baseball, go, etc.); to come to life; to exist; to function; to live; to make a living; to subsist","Ichidan verb, intransitive verb",いきる,活きる 生きる
205,後ろ,ウシロ,2594803,back; behind; rear,"noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no'",うしろ,後 後ろ
206,嬉しい,ウレシイ,2574393,delighted; delightful; glad; gratifying; happy; joyful; overjoyed; pleasant; pleased,adjective (keiyoushi),うれしい,嬉しい
207,魔物,マモノ,2574122,apparition; demon; devil; evil spirit; goblin; monster,noun (common) (futsuumeishi),まもの,魔物
208,ねえ,ネエ,2562973,come on; don't you think; hey; listen; right?,"interjection (kandoushi), particle",ね ねぇ ねえ ねー,
209,理由,リユウ,2544645,motive; pretext; reason,noun (common) (futsuumeishi),りゆう わけ,理由
210,うち,ウチ,2519384,"(out) of; amidst; among; amongst; between; during; emperor; I; imperial palace grounds; in (secret, chaos, poverty, etc.); in the course of; inner thoughts","adverb (fukushi), noun (common) (futsuumeishi), nouns which may take the genitive case particle 'no', pronoun",うち,中 内
